id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre
234,20,2025,BIG 20,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.008,0.0566,0,0.1133,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
235,20,2025,BIG 21,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.007,0.0533,0,0.1233,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
236,20,2025,BIG 22,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.016,0.08,0,0.1733,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
237,20,2025,BIG 23,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.014,0.0666,0,0.1366,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
238,20,2025,BIG 24,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.012,0.08,0,0.1566,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
240,20,2025,BIG 26,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.011,0.07669,0,0.1366,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
217,17,2025,BIG 3,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0566,0,0.13,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
218,17,2025,BIG 4,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.05,0,0.1766,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
219,18,2025,BIG 5,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0533,0,0.1533,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
220,18,2025,BIG 6,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0733,0,0.1566,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
221,18,2025,BIG 7,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0666,0,0.13,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
222,18,2025,BIG 8,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0733,0,0.15,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
223,19,2025,BIG 9,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.017,0.0666,0,0.1966,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
248,18,2025,BIG 1,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,954,0,Fabbrica,0.253,0,0,0,0.169,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
249,19,2025,BIG 2,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,943,0,Fabbrica,0.253,0,0,0,0.169,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
250,19,2025,BIG 3,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,906,0,Fabbrica,0.253,0,0,0,0.169,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
255,18,2025,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,887,0,Fabbrica,0.195,0,0,0,0.087,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.718,
256,18,2025,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,720,0,Fabbrica,0.193,0,0,0,0.022,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.785,
257,18,2025,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,928,0,Fabbrica,0.302,0,0,0,0.012,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.686,
258,20,2025,BIG BAG,FA05/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1104,0,Fabbrica,0.21,0,0,0,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.728,
259,20,2025,BIG BAG,FA05/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1084,0,Fabbrica,0.16,0,0,0,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.72,
260,20,2025,BIG BAG,FA05/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,996,0,Fabbrica,0.126,0,0,0,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0.86,
265,14,2025,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,1000,0,Vignanello,0,0.0133,0,0.0366,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
266,14,2025,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,669,0,Vignanello,0.001,0.02,0,0.05,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
267,14,2025,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.04,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
268,14,2025,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0333,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
269,14,2025,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0133,0,0.0433,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
270,14,2025,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.02,0,0.0433,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
271,14,2025,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0533,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
272,14,2025,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.06,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
273,14,2025,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.0333,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
274,14,2025,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0166,0,0.06,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
275,14,2025,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,653,0,Vignanello,0.001,0.0233,0,0.0733,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
276,14,2025,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0033,0,0.0366,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
277,14,2025,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.0266,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
278,14,2025,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0566,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
279,14,2025,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.02,0,0.06,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
280,14,2025,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0666,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
281,14,2025,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.08,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
282,14,2025,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0766,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
283,14,2025,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0566,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
284,14,2025,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0733,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
285,14,2025,BIG BAG N°10,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1092,0,Vignanello,0.001,0.02,0,0.0866,0,,,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
19,43,2025,BIG BAG,VARI,BIOLOGICHE,SCARTI,11/13,415,0,Vignanello,0.426,0.12,0,0.29,0.018000000000000002,,,2026-05-19T08:15:04.659172+00:00,2026-06-11T20:44:58.222249+00:00,0,
74,10,2025,BIG BAG,S102-S103-S104-S105/2025,FAIR FOR LIFE,SCARTI,11/13,1330,665,Vignanello,0.365,0.22,0,0.18,0.005,,,2026-05-19T08:15:05.15474+00:00,2026-06-11T20:44:58.222249+00:00,0,
139,17,2025,BIG 1,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.06,0,0.1,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
150,20,2025,BIG 12,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Soriano,0.012,0.0633,0,0.1033,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
215,17,2025,BIG 1,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0633,0,0.14,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
239,20,2025,BIG 25,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Soriano,0.01,0.0733,0,0.1233,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
261,18,2025,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,11/13,967,0,Fabbrica,0,0,0,0,0,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
264,20,2025,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,11/13,730,0,Soriano,0.506,0.26,0,0.22,0.003,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
262,18,2025,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,13/15,972,0,Fabbrica,0,0,0,0,0,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
263,20,2025,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,13/15,920,0,Soriano,0.458,0.205,0,0.315,0.029,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
251,19,2025,BIG 4,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Fabbrica,0.286,0,0,0,0.231,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
252,20,2025,BIG 5,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,939,0,Soriano,0.335,0,0,0,0.192,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
253,20,2025,BIG 6,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Soriano,0.296,0,0,0,0.076,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
254,20,2025,BIG 7,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,561,0,Soriano,0.306,0,0,0,0.013,,Finelli,2026-05-19T08:15:06.065039+00:00,2026-06-11T20:44:58.222249+00:00,0,
286,25,2025,SACCO,PROVA,CONVENZIONALI,SGUSCIATE,9/11,100,60,Fabbrica,0,0,0,0,0,,,2026-06-11T20:23:56.198984+00:00,2026-06-11T20:44:58.222249+00:00,0,
287,25,2025,SACCO1,PROVA1,CONVENZIONALI,TOSTATE,9/11,54,0,ABC Service,0,0,0,0,0,,,2026-06-11T20:26:57.812491+00:00,2026-06-11T20:44:58.222249+00:00,0,286
288,43,2025,1,S106/2025,BIOLOGICHE,TOSTATE,11/13,1000,0,ABC Service,0.001,0.0333,0,0.0966,0,,,2026-06-11T20:40:49.773474+00:00,2026-06-11T20:44:58.222249+00:00,0,1
