id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro,intragruppo,partner_id
68,17,2026,BIG 23,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.003,,2025,false,true,
69,17,2026,BIG 24,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.0566,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
71,18,2026,BIG 26,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0566,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.03,,2025,false,true,
72,18,2026,BIG 27,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.08,0,0.0566,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.013,,2025,false,true,
73,20,2026,BIG 28,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.06,0,0.08,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.007,,2025,false,true,
74,20,2026,BIG 29,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.05,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.016,,2025,false,true,
75,20,2026,BIG 30,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0633,0,0.0433,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.015,,2025,false,true,
76,23,2026,BIG 31,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.01,0.0333,0,0.06,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.022,,2025,false,true,
77,23,2026,BIG 32,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.007,0.06,0,0.0466,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.007,,2025,false,true,
78,23,2026,BIG 33,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.008,0.0633,0,0.0433,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.022,,2025,false,true,
79,23,2026,BIG 34,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.03,0,0.0433,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.002,,2025,false,true,
80,23,2026,BIG 35,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0566,0,0.0666,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.012,,2025,false,true,
81,23,2026,BIG 36,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0466,0,0.0766,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.026,,2025,false,true,
82,25,2026,BIG 37,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.005,,2025,false,true,
83,25,2026,BIG 38,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.03,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.01,,2025,false,true,
84,25,2026,BIG 39,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.002,,2025,false,true,
85,25,2026,BIG 40,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.02,0,0.0533,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.003,,2025,false,true,
86,25,2026,BIG 41,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.03,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
87,25,2026,BIG 42,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0366,0,0.09,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.004,,2025,false,true,
88,25,2026,BIG 43,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.06,0,0.0433,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
92,46,2025,BIG BAG N° 5,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.0866,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
96,46,2025,BIG BAG N° 9,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.0533,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
100,46,2025,BIG BAG N° 13,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0,0,0.03,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
101,46,2025,BIG BAG N° 14,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0066,0,0.0433,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
102,46,2025,BIG BAG N° 15,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0033,0,0.0166,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
103,46,2025,BIG BAG N° 16,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.02,0,0.0366,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
104,46,2025,BIG BAG N° 17,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.04,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
105,46,2025,BIG BAG N° 18,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
106,46,2025,BIG BAG N° 19,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0366,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
107,46,2025,BIG BAG N° 20,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.02,0,0.0333,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
109,47,2025,BIG BAG N°1,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
110,47,2025,BIG BAG N°2,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0433,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
114,16,2026,BIG BAG N° 4,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.005,0,0.075,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
115,16,2026,BIG BAG N° 5,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.015,0,0.045,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
122,22,2026,BIG BAG N° 3,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.012,0.0233,0,0.06,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
123,22,2026,BIG BAG N° 4,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.013,0.0266,0,0.0766,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
124,22,2026,BIG BAG N° 5,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.02,0,0.0766,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
125,22,2026,BIG BAG N° 6,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0233,0,0.08,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
126,22,2026,BIG BAG N° 7,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0366,0,0.0666,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
127,22,2026,BIG BAG N° 8,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0366,0,0.0666,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
128,22,2026,BIG BAG N° 9,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.06,0,0.07,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
129,22,2026,BIG BAG N° 10,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.009,0.0433,0,0.0733,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
139,24,2026,BIG BAG N° 10,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0266,0,0.09,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
140,24,2026,BIG BAG N° 11,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0366,0,0.0666,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
141,24,2026,BIG BAG N° 12,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.005,0.0433,0,0.0666,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
142,24,2026,BIG BAG N° 13,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.01,0.03,0,0.08,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
143,24,2026,BIG BAG N° 14,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0266,0,0.0566,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
144,24,2026,BIG BAG N° 15,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.008,0.02,0,0.0566,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
145,24,2026,BIG BAG N° 16,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0266,0,0.0666,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
146,24,2026,BIG BAG N° 17,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.008,0.0566,0,0.0633,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
147,24,2026,BIG BAG N° 18,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0433,0,0.06,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
148,24,2026,BIG BAG N° 19,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.03,0,0.0566,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
149,24,2026,BIG BAG N° 20,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.012,0.05,0,0.0566,0,,,2026-08-19T21:24:59.210366+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
162,29,2026,BIG BAG N° 6,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.03,0,0.0633,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
163,29,2026,BIG BAG N° 7,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0433,0,0.0566,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
164,29,2026,BIG BAG N° 8,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0366,0,0.07,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
165,29,2026,BIG BAG N° 9,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.0466,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
171,20,2026,BIG 11,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.0666,0,0.0866,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
200,18,2026,BIG 62,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.05,0,0.0733,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
351,20,2026,BIG 27,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.0733,0,0.1166,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
201,18,2026,BIG 63,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0633,0,0.0633,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.009,,2025,false,true,
202,18,2026,BIG 64,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0666,0,0.0933,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.007,,2025,false,true,
203,18,2026,BIG 65,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.06,0,0.0466,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.022,,2025,false,true,
204,19,2026,BIG 66,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0666,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.014,,2025,false,true,
205,19,2026,BIG 67,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0633,0,0.0633,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.005,,2025,false,true,
206,19,2026,BIG 68,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.06,0,0.05,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.017,,2025,false,true,
207,19,2026,BIG 69,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0566,0,0.0533,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.01,,2025,false,true,
208,19,2026,BIG 70,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0533,0,0.0466,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.019,,2025,false,true,
209,19,2026,BIG 71,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.06,0,0.06,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.015,,2025,false,true,
210,19,2026,BIG 72,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.04,0,0.0533,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.003,,2025,false,true,
211,21,2026,BIG 73,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.05,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.012,,2025,false,true,
212,21,2026,BIG 74,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0533,0,0.0533,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.014,,2025,false,true,
213,21,2026,BIG 75,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0733,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.015,,2025,false,true,
214,21,2026,BIG 76,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0466,0,0.0833,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.015,,2025,false,true,
215,21,2026,BIG 77,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0666,0,0.0366,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.013,,2025,false,true,
216,21,2026,BIG 78,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0566,0,0.0366,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.031,,2025,false,true,
217,23,2026,BIG 79,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0733,0,0.0633,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.036,,2025,false,true,
218,23,2026,BIG 80,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.05,0,0.0766,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.019,,2025,false,true,
219,23,2026,BIG 81,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0433,0,0.05,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.01,,2025,false,true,
220,23,2026,BIG 82,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.06,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.012,,2025,false,true,
221,23,2026,BIG 83,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.07,0,0.0566,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.011,,2025,false,true,
222,23,2026,BIG 84,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.04,0,0.0533,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.009,,2025,false,true,
223,23,2026,BIG 85,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0266,0,0.07,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
224,23,2026,BIG 86,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.03,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.044,,2025,false,true,
225,25,2026,BIG 87,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.02,0,0.07,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.015,,2025,false,true,
226,25,2026,BIG 88,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0333,0,0.0266,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.005,,2025,false,true,
227,25,2026,BIG 89,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.04,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.004,,2025,false,true,
228,25,2026,BIG 90,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.04,0,0.0666,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.014,,2025,false,true,
229,25,2026,BIG 91,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.05,0,0.07,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.011,,2025,false,true,
230,25,2026,BIG 92,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0366,0,0.0733,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.001,,2025,false,true,
231,25,2026,BIG 93,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0433,0,0.0633,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.012,,2025,false,true,
232,25,2026,BIG 94,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0266,0,0.0433,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.007,,2025,false,true,
233,25,2026,BIG 95,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.05,0,0.05,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.009,,2025,false,true,
234,25,2026,BIG 96,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.04,0,0.0566,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.016,,2025,false,true,
235,25,2026,BIG 97,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0366,0,0.0533,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0.003,,2025,false,true,
242,46,2025,BIG BAG N° 9,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.08,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
246,46,2025,BIG BAG N° 15,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.0333,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
247,46,2025,BIG BAG N° 16,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.0433,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
248,46,2025,BIG BAG N° 17,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.05,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
249,46,2025,BIG BAG N° 20,SO112025,CONVENZIONALI,SGUSCIATE,13/15,600,0,Fabbrica,0.001,0.02,0,0.0333,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
261,22,2026,BIG BAG N° 3,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.007,0.03,0,0.0933,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
262,22,2026,BIG BAG N° 4,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.03,0,0.0733,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
263,22,2026,BIG BAG N° 5,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.05,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
264,22,2026,BIG BAG N° 6,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.009,0.0166,0,0.07,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
265,22,2026,BIG BAG N° 7,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.02,0,0.0666,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
266,22,2026,BIG BAG N° 8,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.05,0,0.0933,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
267,22,2026,BIG BAG N° 9,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.0366,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
268,22,2026,BIG BAG N° 10,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.0333,0,0.0933,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
269,22,2026,BIG BAG N° 11,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.007,0.0166,0,0.0966,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
